agency_name,stop_name,number_of_routes_served,route_id(s)_served,route_type,number_of_arrivals,number_of_hours_in_service,x,y,route_type_defined,geometry,county_name,total_arrivals,hqta_type,SB79_tier,route_type_defined	
Alameda-Contra Costa Transit District,Piedmont Av & 41st St,1,12,3,46,19,-122.252869,37.8261880000001,Bus,POINT (-122.252869 37.8261880000001),Alameda,46,,,
Alameda-Contra Costa Transit District,Piedmont Av & Pleasant Valley Av,1,12,3,46,19,-122.247708,37.830072,Bus,POINT (-122.247708 37.830072),Alameda,46,,,
Alameda-Contra Costa Transit District,51st St & Telegraph Av,1,12,3,46,19,-122.261979,37.8370840000001,Bus,POINT (-122.261979 37.8370840000001),Alameda,46,,,
Alameda-Contra Costa Transit District,Piedmont Av & John St,1,12,3,46,19,-122.24899,37.829099001,Bus,POINT (-122.24899 37.829099001),Alameda,46,,,
Alameda-Contra Costa Transit District,Martin Luther King Jr Way & University Av,1,12,3,46,20,-122.273076,37.871199,Bus,POINT (-122.273076 37.871199),Alameda,124,,,
Alameda-Contra Costa Transit District,51st St & Lawton Av,1,12,3,46,19,-122.256307,37.8360750000001,Bus,POINT (-122.256307 37.8360750000001),Alameda,46,,,
Alameda-Contra Costa Transit District,Jackson St & 3rd St,1,12,3,46,19,-122.270079,37.7942590000001,Bus,POINT (-122.270079 37.7942590000001),Alameda,46,,,
Alameda-Contra Costa Transit District,Bancroft Av & Jefferson Center School,1,40,3,46,16,-122.135621001,37.7122580000001,Bus,POINT (-122.135621001 37.7122580000001),Alameda,46,,,
Alameda-Contra Costa Transit District,Grand Av & Santa Clara Av,1,12,3,46,19,-122.248011,37.8116440000001,Bus,POINT (-122.248011 37.8116440000001),Alameda,46,,,
Alameda-Contra Costa Transit District,51st St & Broadway,1,12,3,46,19,-122.252691,37.8345210000001,Bus,POINT (-122.252691 37.8345210000001),Alameda,46,,,
Alameda-Contra Costa Transit District,Bancroft Av & Durant Av,1,40,3,46,16,-122.155118,37.7392830000001,Bus,POINT (-122.155118 37.7392830000001),Alameda,46,,,
Alameda-Contra Costa Transit District,Hopkins St & California St,1,12,3,46,19,-122.282045,37.881563,Bus,POINT (-122.282045 37.881563),Alameda,46,,,
Alameda-Contra Costa Transit District,Grand Av & Elwood Av,1,12,3,46,19,-122.246848999,37.8135570000001,Bus,POINT (-122.246848999 37.8135570000001),Alameda,46,,,
Alameda-Contra Costa Transit District,Glen Av & Panama Ct,1,12,3,46,19,-122.251797,37.8253090000001,Bus,POINT (-122.251797 37.8253090000001),Alameda,46,,,
Alameda-Contra Costa Transit District,Martin Luther King Jr Way & Ashby Av(Ashby BART),1,12,3,46,20,-122.271213,37.8543940000001,Bus,POINT (-122.271213 37.8543940000001),Alameda,46,,,
Alameda-Contra Costa Transit District,Grimmer Blvd & Paseo Padre Pkwy,2,"215, 239",3,46,18,-121.961713,37.540696,Bus,POINT (-121.961713 37.540696),Alameda,46,,,
Alameda-Contra Costa Transit District,Harrison St & 8th St,2,"19, 20",3,47,18,-122.269908,37.7990510000001,Bus,POINT (-122.269908 37.7990510000001),Alameda,145,,,
Alameda-Contra Costa Transit District,Mariner Sq Loop & Willie Stargell Av,2,"19, 96",3,47,17,-122.278177,37.785082,Bus,POINT (-122.278177 37.785082),Alameda,47,,,
Alameda-Contra Costa Transit District,Warmsprings BART,2,"215, 217",3,47,17,-121.938282,37.5014950010001,Bus,POINT (-121.938282 37.5014950010001),Alameda,47,,,
Alameda-Contra Costa Transit District,Marina Village Pkwy & Mariner Sq Loop,2,"19, 96",3,47,17,-122.277502001,37.788309,Bus,POINT (-122.277502001 37.788309),Alameda,47,,,
Alameda-Contra Costa Transit District,Washington Blvd & Fremont Blvd,2,"210, 215",3,49,18,-121.958363,37.5326170000001,Bus,POINT (-121.958363 37.5326170000001),Alameda,99,,,
Alameda-Contra Costa Transit District,Hearst Av & Walnut St,1,F,3,50,20,-122.266985,37.8739810000001,Bus,POINT (-122.266985 37.8739810000001),Alameda,50,,,
Alameda-Contra Costa Transit District,Grand Av & El Embarcadero,2,"12, 805",3,51,24,-122.249387,37.809471,Bus,POINT (-122.249387 37.809471),Alameda,51,,,
Alameda-Contra Costa Transit District,Grand Av & Euclid Av,2,"12, 805",3,51,24,-122.251428001,37.808482,Bus,POINT (-122.251428001 37.808482),Alameda,103,,,
Alameda-Contra Costa Transit District,Lakeshore Av & Mandana Blvd,1,29,3,51,18,-122.241866001,37.8117370000001,Bus,POINT (-122.241866001 37.8117370000001),Alameda,111,,,
Alameda-Contra Costa Transit District,Shattuck Av & Kittredge St,2,"800, F",3,51,24,-122.267722,37.8684500000001,Bus,POINT (-122.267722 37.8684500000001),Alameda,419,,,
Alameda-Contra Costa Transit District,Grand Av & Staten Av,2,"12, 805",3,51,24,-122.254073,37.808685999,Bus,POINT (-122.254073 37.808685999),Alameda,103,,,
Alameda-Contra Costa Transit District,Adeline St & Oregon St,2,"800, F",3,51,24,-122.267728,37.857758,Bus,POINT (-122.267728 37.857758),Alameda,106,,,
Alameda-Contra Costa Transit District,Grand Av & Bellevue Av,2,"12, 805",3,51,24,-122.259691,37.809856,Bus,POINT (-122.259691 37.809856),Alameda,51,,,
Alameda-Contra Costa Transit District,98th Av & Edes Av,1,98,3,52,18,-122.182723,37.736684,Bus,POINT (-122.182723 37.736684),Alameda,104,,,
Alameda-Contra Costa Transit District,85th Av & A St,1,90,3,52,18,-122.178861001,37.752594,Bus,POINT (-122.178861001 37.752594),Alameda,104,,,
Alameda-Contra Costa Transit District,85th Av & E St,1,90,3,52,18,-122.183914001,37.7502160000001,Bus,POINT (-122.183914001 37.7502160000001),Alameda,104,,,
Alameda-Contra Costa Transit District,85th Av & D St,1,90,3,52,18,-122.181833,37.751084,Bus,POINT (-122.181833 37.751084),Alameda,104,,,
Alameda-Contra Costa Transit District,98th Av & Denslowe St,1,98,3,52,18,-122.185614,37.7337810000001,Bus,POINT (-122.185614 37.7337810000001),Alameda,104,,,
Alameda-Contra Costa Transit District,98th Av & Walnut St,1,98,3,52,18,-122.16844,37.7452920000001,Bus,POINT (-122.16844 37.7452920000001),Alameda,104,,,
Alameda-Contra Costa Transit District,Edgewater Dr & Hegenberger Rd,1,98,3,52,18,-122.197563001,37.7373460000001,Bus,POINT (-122.197563001 37.7373460000001),Alameda,52,,,
Alameda-Contra Costa Transit District,98th Av & Past Railroad Crossing(N San Leandro St),1,98,3,52,18,-122.179174001,37.739543,Bus,POINT (-122.179174001 37.739543),Alameda,52,,,
Alameda-Contra Costa Transit District,Edgewater Dr & Pardee Ln,1,98,3,52,18,-122.204395,37.7435750000001,Bus,POINT (-122.204395 37.7435750000001),Alameda,104,,,
Alameda-Contra Costa Transit District,Hassler Way & Oakport St,1,98,3,52,19,-122.204332999,37.7478830000001,Bus,POINT (-122.204332999 37.7478830000001),Alameda,104,,,
Alameda-Contra Costa Transit District,International Blvd & 87th Av,1,90,3,52,18,-122.175953001,37.751467,Bus,POINT (-122.175953001 37.751467),Alameda,52,,,
Alameda-Contra Costa Transit District,Cairo Rd & Empire Rd,1,98,3,52,18,-122.195091999,37.7343450010001,Bus,POINT (-122.195091999 37.7343450010001),Alameda,52,,,
Alameda-Contra Costa Transit District,International Blvd & Auseon Av,1,90,3,52,18,-122.176132001,37.7522200000001,Bus,POINT (-122.176132001 37.7522200000001),Alameda,52,,,
Alameda-Contra Costa Transit District,San Leandro St & 81st Av,1,90,3,52,18,-122.192249,37.7495420000001,Bus,POINT (-122.192249 37.7495420000001),Alameda,104,,,
Alameda-Contra Costa Transit District,98th Av & Bancroft Av,1,98,3,52,18,-122.161647,37.7487320000001,Bus,POINT (-122.161647 37.7487320000001),Alameda,104,,,
Alameda-Contra Costa Transit District,Edgewater Dr & Pendleton Way,1,98,3,52,18,-122.198413,37.737271999,Bus,POINT (-122.198413 37.737271999),Alameda,52,,,
Alameda-Contra Costa Transit District,8000 Edgewater Dr,1,98,3,52,18,-122.201385001,37.740147,Bus,POINT (-122.201385001 37.740147),Alameda,52,,,
Alameda-Contra Costa Transit District,90th Av & International Blvd,1,90,3,52,18,-122.174227,37.7497680010001,Bus,POINT (-122.174227 37.7497680010001),Alameda,104,,,
Alameda-Contra Costa Transit District,90th Av & MacArthur Blvd,1,90,3,52,18,-122.161896,37.7552620000001,Bus,POINT (-122.161896 37.7552620000001),Alameda,104,,,
Alameda-Contra Costa Transit District,98th Av & Olive St,1,98,3,52,18,-122.163909,37.7475440000001,Bus,POINT (-122.163909 37.7475440000001),Alameda,104,,,
Alameda-Contra Costa Transit District,8001 Edgewater Dr,1,98,3,52,18,-122.201543001,37.7397960000001,Bus,POINT (-122.201543001 37.7397960000001),Alameda,52,,,
Alameda-Contra Costa Transit District,Edgewater Dr & Roland Way,1,98,3,52,18,-122.203093,37.741562,Bus,POINT (-122.203093 37.741562),Alameda,104,,,
Alameda-Contra Costa Transit District,Empire Rd & Tunis Rd,1,98,3,52,18,-122.194634,37.7326600000001,Bus,POINT (-122.194634 37.7326600000001),Alameda,104,,,
Alameda-Contra Costa Transit District,98th Av & Railroad Av,1,98,3,52,18,-122.181576999,37.737899,Bus,POINT (-122.181576999 37.737899),Alameda,52,,,
Alameda-Contra Costa Transit District,98th Av & International Blvd,1,98,3,52,18,-122.171073,37.744244,Bus,POINT (-122.171073 37.744244),Alameda,104,,,
Alameda-Contra Costa Transit District,85th Av & San Leandro St (Past Railroad Crossing),1,90,3,52,18,-122.188486,37.7472910010001,Bus,POINT (-122.188486 37.7472910010001),Alameda,52,,,
Alameda-Contra Costa Transit District,Grand Av & MacArthur Blvd,2,"12, 805",3,52,24,-122.248922,37.8102880000001,Bus,POINT (-122.248922 37.8102880000001),Alameda,52,,,
Alameda-Contra Costa Transit District,Hegenberger Lp & Hegenberger Rd,1,98,3,52,18,-122.196361,37.7368500000001,Bus,POINT (-122.196361 37.7368500000001),Alameda,104,,,
Alameda-Contra Costa Transit District,Empire Rd & Wistar Rd,1,98,3,52,18,-122.193192,37.7316940000001,Bus,POINT (-122.193192 37.7316940000001),Alameda,104,,,
Alameda-Contra Costa Transit District,90th Av & Dowling St,1,90,3,52,18,-122.164264,37.75438,Bus,POINT (-122.164264 37.75438),Alameda,104,,,
Alameda-Contra Costa Transit District,San Leandro St & 77th Av,1,90,3,52,18,-122.194391,37.7512530010001,Bus,POINT (-122.194391 37.7512530010001),Alameda,52,,,
Alameda-Contra Costa Transit District,98th Av & B St,1,98,3,52,18,-122.173973,37.7426610000001,Bus,POINT (-122.173973 37.7426610000001),Alameda,104,,,
Alameda-Contra Costa Transit District,66th Av & Coliseum Way,1,98,3,52,18,-122.205222,37.7552030000001,Bus,POINT (-122.205222 37.7552030000001),Alameda,104,,,
Alameda-Contra Costa Transit District,85th Av & G St,1,90,3,52,18,-122.185614999,37.7494150000001,Bus,POINT (-122.185614999 37.7494150000001),Alameda,104,,,
Alameda-Contra Costa Transit District,98th Av & Maddux Dr,1,98,3,52,18,-122.184054,37.7351550000001,Bus,POINT (-122.184054 37.7351550000001),Alameda,104,,,
Alameda-Contra Costa Transit District,90th Av & Birch St,1,90,3,52,18,-122.168987,37.75199,Bus,POINT (-122.168987 37.75199),Alameda,104,,,
Alameda-Contra Costa Transit District,98th Av & E St,1,98,3,52,18,-122.176542001,37.741609,Bus,POINT (-122.176542001 37.741609),Alameda,104,,,
Alameda-Contra Costa Transit District,90th Av & Plymouth St,1,90,3,52,18,-122.170984,37.7512820000001,Bus,POINT (-122.170984 37.7512820000001),Alameda,52,,,
Alameda-Contra Costa Transit District,98th Av & Cherry St,1,98,3,52,18,-122.166168,37.746341999,Bus,POINT (-122.166168 37.746341999),Alameda,104,,,
Alameda-Contra Costa Transit District,7303 Edgewater Dr,1,98,3,52,18,-122.206549,37.7454940000001,Bus,POINT (-122.206549 37.7454940000001),Alameda,52,,,
Alameda-Contra Costa Transit District,Castro Valley BART Station,1,93,3,52,18,-122.075085,37.691335,Bus,POINT (-122.075085 37.691335),Alameda,52,,,
Alameda-Contra Costa Transit District,Empire Rd & Cairo Rd,1,98,3,52,18,-122.194941,37.734183,Bus,POINT (-122.194941 37.734183),Alameda,52,,,
Alameda-Contra Costa Transit District,90th Av & Bancroft Av,1,90,3,52,18,-122.165244,37.753726,Bus,POINT (-122.165244 37.753726),Alameda,104,,,
Alameda-Contra Costa Transit District,Empire Rd & Coral Rd (Near 98th Av),1,98,3,52,18,-122.192144001,37.730984,Bus,POINT (-122.192144001 37.730984),Alameda,104,,,
Alameda-Contra Costa Transit District,66th Av & San Leandro St,1,98,3,52,18,-122.201282,37.7567020000001,Bus,POINT (-122.201282 37.7567020000001),Alameda,52,,,
Alameda-Contra Costa Transit District,90th Av & Olive St,1,90,3,52,18,-122.167534,37.752868,Bus,POINT (-122.167534 37.752868),Alameda,104,,,
Alameda-Contra Costa Transit District,85th Av & San Leandro St,1,90,3,52,18,-122.188828,37.7473430000001,Bus,POINT (-122.188828 37.7473430000001),Alameda,52,,,
Alameda-Contra Costa Transit District,98th Av & San Leandro St,1,98,3,52,18,-122.179328001,37.739655,Bus,POINT (-122.179328001 37.739655),Alameda,104,,,
Alameda-Contra Costa Transit District,Edgewater Dr & Hassler Way,1,98,3,52,18,-122.206714,37.7462340000001,Bus,POINT (-122.206714 37.7462340000001),Alameda,52,,,
Alameda-Contra Costa Transit District,90th Av & Walnut St,1,90,3,52,18,-122.171932,37.7506240000001,Bus,POINT (-122.171932 37.7506240000001),Alameda,52,,,
Alameda-Contra Costa Transit District,Grand Av & Park View Ter,2,"12, 805",3,52,24,-122.25922,37.8098230000001,Bus,POINT (-122.25922 37.8098230000001),Alameda,52,,,
Alameda-Contra Costa Transit District,Market St & 26th St (Mc Clymonds High School),1,88,3,54,19,-122.277622,37.817659,Bus,POINT (-122.277622 37.817659),Alameda,54,,,
Alameda-Contra Costa Transit District,San Pablo Av & Market St,1,88,3,54,19,-122.276649,37.8205320000001,Bus,POINT (-122.276649 37.8205320000001),Alameda,199,,,
Alameda-Contra Costa Transit District,Sacramento St & Prince St,1,88,3,54,18,-122.278696,37.851253,Bus,POINT (-122.278696 37.851253),Alameda,108,,,
Alameda-Contra Costa Transit District,Market St & 62nd St,1,88,3,54,19,-122.276739001,37.846387,Bus,POINT (-122.276739001 37.846387),Alameda,108,,,
Alameda-Contra Costa Transit District,Market St & W Grand Av,1,88,3,54,19,-122.278887001,37.814174,Bus,POINT (-122.278887001 37.814174),Alameda,54,,,
Alameda-Contra Costa Transit District,Market St & W MacArthur Blvd,1,88,3,54,19,-122.274798,37.827686,Bus,POINT (-122.274798 37.827686),Alameda,108,,,
Alameda-Contra Costa Transit District,Market St & San Pablo Av,1,88,3,54,19,-122.276277999,37.8208980000001,Bus,POINT (-122.276277999 37.8208980000001),Alameda,54,,,
Alameda-Contra Costa Transit District,Market St & 27th St,1,88,3,54,19,-122.277352,37.8178100000001,Bus,POINT (-122.277352 37.8178100000001),Alameda,54,,,
Alameda-Contra Costa Transit District,Market St & Grand Av,1,88,3,54,19,-122.278419,37.814896,Bus,POINT (-122.278419 37.814896),Alameda,54,,,
Alameda-Contra Costa Transit District,Sacramento St & Alcatraz Av,1,88,3,54,19,-122.277738,37.8484580000001,Bus,POINT (-122.277738 37.8484580000001),Alameda,108,,,
Alameda-Contra Costa Transit District,Sacramento St & Channing Way,1,88,3,54,19,-122.281158,37.863932,Bus,POINT (-122.281158 37.863932),Alameda,108,,,
Alameda-Contra Costa Transit District,Market St & 33rd St,1,88,3,54,19,-122.275693,37.8240970000001,Bus,POINT (-122.275693 37.8240970000001),Alameda,108,,,
Alameda-Contra Costa Transit District,Market St & 14th St,1,88,3,54,19,-122.280818999,37.8079269990001,Bus,POINT (-122.280818999 37.8079269990001),Alameda,108,,,
Alameda-Contra Costa Transit District,Market St & 16th St,1,88,3,54,19,-122.280551999,37.809559,Bus,POINT (-122.280551999 37.809559),Alameda,232,,,
Alameda-Contra Costa Transit District,Sacramento St & Fairview St,1,88,3,54,19,-122.278112,37.8500450010001,Bus,POINT (-122.278112 37.8500450010001),Alameda,108,,,
Alameda-Contra Costa Transit District,Market St & 35th St,1,88,3,54,19,-122.275392,37.825571,Bus,POINT (-122.275392 37.825571),Alameda,54,,,
Alameda-Contra Costa Transit District,West Loop Rd & CSU East Bay Library,1,60,3,54,19,-122.057348001,37.655901,Bus,POINT (-122.057348001 37.655901),Alameda,54,,,
Alameda-Contra Costa Transit District,Sacramento St & Ashby Av,1,88,3,54,19,-122.278821,37.853099,Bus,POINT (-122.278821 37.853099),Alameda,114,,,
Alameda-Contra Costa Transit District,Market St & 36th St,1,88,3,54,19,-122.274919,37.8262120000001,Bus,POINT (-122.274919 37.8262120000001),Alameda,54,,,
Alameda-Contra Costa Transit District,W Grand Av & Adeline St,1,NL,3,55,19,-122.283389,37.815295001,Bus,POINT (-122.283389 37.815295001),Alameda,113,,,
Alameda-Contra Costa Transit District,W Grand Ave & Mandela Parkway,1,NL,3,55,19,-122.288628,37.816488,Bus,POINT (-122.288628 37.816488),Alameda,55,,,
Alameda-Contra Costa Transit District,W Grand Av & Market St,1,NL,3,55,19,-122.278325,37.8142340000001,Bus,POINT (-122.278325 37.8142340000001),Alameda,113,,,
Alameda-Contra Costa Transit District,Foothill Blvd & Eastmont Transit Center,1,40,3,55,19,-122.173946001,37.7692630000001,Bus,POINT (-122.173946001 37.7692630000001),Alameda,194,,,
Alameda-Contra Costa Transit District,Uptown Transit Center,1,NL,3,55,19,-122.269167,37.809314,Bus,POINT (-122.269167 37.809314),Alameda,739,,,
Alameda-Contra Costa Transit District,Highland Av & Craig Av,1,33,3,56,19,-122.232553,37.8258450000001,Bus,POINT (-122.232553 37.8258450000001),Alameda,56,,,
Alameda-Contra Costa Transit District,Park Blvd & Newton Av,1,33,3,56,18,-122.248497,37.8003150000001,Bus,POINT (-122.248497 37.8003150000001),Alameda,116,,,
Alameda-Contra Costa Transit District,Harrison St & Hamilton Pl,1,33,3,56,19,-122.259572,37.8148810000001,Bus,POINT (-122.259572 37.8148810000001),Alameda,56,,,
Alameda-Contra Costa Transit District,Park Blvd & 7th Av,1,33,3,56,18,-122.24136,37.80231,Bus,POINT (-122.24136 37.80231),Alameda,56,,,
Alameda-Contra Costa Transit District,Park Blvd & E 28th St,1,33,3,56,18,-122.23702,37.80303,Bus,POINT (-122.23702 37.80303),Alameda,116,,,
Alameda-Contra Costa Transit District,Harrison St & 29th St,1,33,3,56,19,-122.258797001,37.8159390010001,Bus,POINT (-122.258797001 37.8159390010001),Alameda,56,,,
Alameda-Contra Costa Transit District,Harrison St & Pearl St,1,33,3,56,19,-122.255774,37.818358001,Bus,POINT (-122.255774 37.818358001),Alameda,56,,,
Alameda-Contra Costa Transit District,Park Blvd & MacArthur Blvd (Oakland High School),1,33,3,56,18,-122.23383,37.8038450010001,Bus,POINT (-122.23383 37.8038450010001),Alameda,116,,,
Alameda-Contra Costa Transit District,Park Blvd & E 18th St,1,33,3,56,18,-122.250541,37.799358,Bus,POINT (-122.250541 37.799358),Alameda,56,,,
Alameda-Contra Costa Transit District,Harrison St & Grand Av,1,33,3,56,19,-122.262457,37.811107,Bus,POINT (-122.262457 37.811107),Alameda,116,,,
Alameda-Contra Costa Transit District,Oakland Av & El Cerrito Av,1,33,3,56,19,-122.237684,37.8246770010001,Bus,POINT (-122.237684 37.8246770010001),Alameda,116,,,
Alameda-Contra Costa Transit District,Harrison St & West Lake Middle School,1,33,3,56,19,-122.260561,37.814059,Bus,POINT (-122.260561 37.814059),Alameda,56,,,
Alameda-Contra Costa Transit District,Park Blvd & Ivy Dr,1,33,3,56,18,-122.246158,37.801388,Bus,POINT (-122.246158 37.801388),Alameda,56,,,
Alameda-Contra Costa Transit District,Harrison St & Frisbie St,1,33,3,56,19,-122.257124,37.8175150000001,Bus,POINT (-122.257124 37.8175150000001),Alameda,56,,,
Alameda-Contra Costa Transit District,23rd Av & Foothill Blvd (Garfield School),1,62,3,57,19,-122.234037,37.7853370010001,Bus,POINT (-122.234037 37.7853370010001),Alameda,57,,,
Alameda-Contra Costa Transit District,E 31st St & Vallecito Pl,1,62,3,57,19,-122.233098999,37.7996600000001,Bus,POINT (-122.233098999 37.7996600000001),Alameda,57,,,
Alameda-Contra Costa Transit District,Cedar Blvd & Moores Av,2,"200, 232",3,57,18,-122.008008,37.5315420000001,Bus,POINT (-122.008008 37.5315420000001),Alameda,115,,,
Alameda-Contra Costa Transit District,8th Av & E 18th St,1,62,3,57,19,-122.247341,37.796344,Bus,POINT (-122.247341 37.796344),Alameda,114,,,
Alameda-Contra Costa Transit District,E 12th St & 25th Av,1,62,3,57,19,-122.234452,37.781323001,Bus,POINT (-122.234452 37.781323001),Alameda,114,,,
Alameda-Contra Costa Transit District,Newark Blvd & Jarvis Av,2,"200, 232",3,57,18,-122.050635,37.5513030000001,Bus,POINT (-122.050635 37.5513030000001),Alameda,115,,,
